num_people,num_places,num_events,ratio,number_runs,time
3,15,6,0.1,5,0.047754625810703
3,15,6,0.1,5,0.058664073219479
3,15,6,0.1,5,0.052915484620025
3,15,6,0.1,5,0.06266587126891
3,15,6,0.1,5,0.061019128455082
3,20,6,0.1,5,0.045960215997184
3,20,6,0.1,5,0.045161768997787
3,20,6,0.1,5,0.04552603999764
3,20,6,0.1,5,0.055821660003858
3,20,6,0.1,5,0.043493924000359
3,25,6,0.1,5,0.055588663999515
3,25,6,0.1,5,0.062799765000818
3,25,6,0.1,5,0.051777372995275
3,25,6,0.1,5,0.052626582000812
3,25,6,0.1,5,0.048792966998008
3,30,6,0.1,5,0.051653072994668
3,30,6,0.1,5,0.048519290001423
3,30,6,0.1,5,0.043197145001614
3,30,6,0.1,5,0.050131468997279
3,30,6,0.1,5,0.04701069300063
3,35,6,0.1,5,0.046893883998564
3,35,6,0.1,5,0.05211663699447
3,35,6,0.1,5,0.070729619001213
3,35,6,0.1,5,0.053129640000407
3,35,6,0.1,5,0.046769449996646
29,15,6,0.5,5,0.327443533408732
29,15,6,0.5,5,0.326655514137674
29,15,6,0.5,5,0.345631385519155
29,15,6,0.5,5,0.373242725550372
29,15,6,0.5,5,0.31809578405846
29,20,6,0.5,5,0.335280008002883
29,20,6,0.5,5,0.359525234998728
29,20,6,0.5,5,0.362311243996373
29,20,6,0.5,5,0.371270665003976
29,20,6,0.5,5,0.315664047004248
29,25,6,0.5,5,0.348002079001162
29,25,6,0.5,5,0.377580690001196
29,25,6,0.5,5,0.354520463995868
29,25,6,0.5,5,0.382347831000516
29,25,6,0.5,5,0.319667349998781
29,30,6,0.5,5,0.354627931999858
29,30,6,0.5,5,0.377117694006302
29,30,6,0.5,5,0.369430009995995
29,30,6,0.5,5,0.372434291006357
29,30,6,0.5,5,0.335963994999474
29,35,6,0.5,5,0.371090849999746
29,35,6,0.5,5,0.377627551999467
29,35,6,0.5,5,0.362381494000147
29,35,6,0.5,5,0.389515240996843
29,35,6,0.5,5,0.349687524998444
60,15,6,1,5,0.668579903042337
60,15,6,1,5,0.677625396510193
60,15,6,1,5,0.658230759643484
60,15,6,1,5,0.719079060432341
60,15,6,1,5,0.663251372944287
60,20,6,1,5,0.707911506993696
60,20,6,1,5,0.69048351800302
60,20,6,1,5,0.671127882997098
60,20,6,1,5,0.769729920000827
60,20,6,1,5,0.617127520999929
60,25,6,1,5,0.657815869002661
60,25,6,1,5,0.694917854001687
60,25,6,1,5,0.693714068998816
60,25,6,1,5,0.802591366002162
60,25,6,1,5,0.688153871997201
60,30,6,1,5,0.698541869001929
60,30,6,1,5,0.690208009000344
60,30,6,1,5,0.698643351002829
60,30,6,1,5,0.742896600000677
60,30,6,1,5,0.702978130000702
60,35,6,1,5,0.700664657000743
60,35,6,1,5,0.725391419997322
60,35,6,1,5,0.733656463999068
60,35,6,1,5,0.722789957995701
60,35,6,1,5,0.699374101001013
120,15,6,2,5,1.28222438181743
120,15,6,2,5,1.27901002685721
120,15,6,2,5,1.2657181285054
120,15,6,2,5,1.33537890160151
120,15,6,2,5,1.26167812990796
120,20,6,2,5,1.45795051599998
120,20,6,2,5,1.31443006599875
120,20,6,2,5,1.33425978499872
120,20,6,2,5,1.31745886400313
120,20,6,2,5,1.26083448900317
120,25,6,2,5,1.45543657899543
120,25,6,2,5,1.32941614800075
120,25,6,2,5,1.36783143999492
120,25,6,2,5,1.34215873300127
120,25,6,2,5,1.3508335430015
120,30,6,2,5,1.67933505499968
120,30,6,2,5,1.37953953800024
120,30,6,2,5,1.35417142299411
120,30,6,2,5,1.3134324720013
120,30,6,2,5,1.36262347300362
120,35,6,2,5,1.38952481900196
120,35,6,2,5,1.3841902330023
120,35,6,2,5,1.37055854599748
120,35,6,2,5,1.36301711299893
120,35,6,2,5,1.34615112499887
300,15,6,5,5,3.1078617261711
300,15,6,5,5,3.09673258151844
300,15,6,5,5,3.12344651732499
300,15,6,5,5,3.09209678953513
300,15,6,5,5,3.07279359552725
300,20,6,5,5,3.15598559800128
300,20,6,5,5,3.15706432900333
300,20,6,5,5,3.25078990300244
300,20,6,5,5,3.59916222199536
300,20,6,5,5,3.22016648700082
300,25,6,5,5,3.23449196900037
300,25,6,5,5,3.22232535399962
300,25,6,5,5,3.25780314800068
300,25,6,5,5,3.50378734699916
300,25,6,5,5,3.2247064569965
300,30,6,5,5,3.40046320099646
300,30,6,5,5,3.2154752360002
300,30,6,5,5,3.3277398670034
300,30,6,5,5,3.48084886900324
300,30,6,5,5,3.17844297499687
300,35,6,5,5,4.05145237300167
300,35,6,5,5,3.43785694699909
300,35,6,5,5,3.7086092219979
300,35,6,5,5,3.37458109799627
300,35,6,5,5,3.31339420800214
600,15,6,10,5,6.94094105397693
600,15,6,10,5,6.16984511984294
600,15,6,10,5,6.22162505650143
600,15,6,10,5,6.22806752393415
600,15,6,10,5,6.23455163636565
600,20,6,10,5,6.41469801399944
600,20,6,10,5,6.16682127900276
600,20,6,10,5,6.96372669400444
600,20,6,10,5,6.35486466899602
600,20,6,10,5,6.44304408999597
600,25,6,10,5,6.42003294999449
600,25,6,10,5,6.65963987500436
600,25,6,10,5,7.39031757300108
600,25,6,10,5,6.51486596500035
600,25,6,10,5,6.51991918000567
600,30,6,10,5,6.78324250700098
600,30,6,10,5,6.48080387400114
600,30,6,10,5,7.24603624500014
600,30,6,10,5,6.70923002200288
600,30,6,10,5,6.68740501399589
600,35,6,10,5,6.74191667800187
600,35,6,10,5,6.7624744969944
600,35,6,10,5,6.87320408500091
600,35,6,10,5,6.73144045699883
600,35,6,10,5,6.80445001800399
1200,15,6,20,5,12.8865032277825
1200,15,6,20,5,12.98671140675
1200,15,6,20,5,13.4894574587839
1200,15,6,20,5,13.0225970184655
1200,15,6,20,5,12.9471430454993
1200,20,6,20,5,13.3756361100022
1200,20,6,20,5,13.5013748400015
1200,20,6,20,5,13.0335577500009
1200,20,6,20,5,13.2718842260001
1200,20,6,20,5,13.3510426790017
1200,25,6,20,5,13.3540971980037
1200,25,6,20,5,14.0874768150024
1200,25,6,20,5,14.2067029570026
1200,25,6,20,5,13.8741225289996
1200,25,6,20,5,13.0606014939985
1200,30,6,20,5,13.8516615150002
1200,30,6,20,5,14.2527583570045
1200,30,6,20,5,13.6284005350026
1200,30,6,20,5,13.8213593279943
1200,30,6,20,5,15.0929273510046
1200,35,6,20,5,13.8363080640047
1200,35,6,20,5,15.760986659996
1200,35,6,20,5,16.2058845799984
1200,35,6,20,5,16.2724327999968
1200,35,6,20,5,15.2564739719965
2400,15,6,40,5,28.9667859152437
2400,15,6,40,5,27.8521225032535
2400,15,6,40,5,29.4907789493991
2400,15,6,40,5,28.4750157779327
2400,15,6,40,5,28.7687522952037
2400,20,6,40,5,28.9883766919957
2400,20,6,40,5,28.3077030060012
2400,20,6,40,5,28.9670370480017
2400,20,6,40,5,28.2195880840009
2400,20,6,40,5,28.619329592002
2400,25,6,40,5,28.6152752060007
2400,25,6,40,5,28.3267613159987
2400,25,6,40,5,28.8022774799974
2400,25,6,40,5,28.762772901995
2400,25,6,40,5,30.2826578899985
2400,30,6,40,5,29.0868630710029
2400,30,6,40,5,29.211695885002
2400,30,6,40,5,29.1702910220047
2400,30,6,40,5,28.8560729749952
2400,30,6,40,5,29.4540042849985
2400,35,6,40,5,29.4017415080016
2400,35,6,40,5,32.2333320140024
2400,35,6,40,5,31.9577328489977
2400,35,6,40,5,29.5716699340046
2400,35,6,40,5,30.081196510997
